CDC100704MB,PB-WDB12,0.00,0.00,0.00,0.00,"2,136.00","2,136.00",0.00
CDC100704MB,PB-WDB12,0.00,0.00,0.00,0.00,48.00,48.00,0.00
CDC100704MB,,"300,500.00","119,600.00","119,600.00","3,000.00","3,435.30","6,435.30","113,164.70"
CDC100705MB,PB-CEPI01,"171,365.00","171,365.00","171,365.00",0.00,0.00,0.00,0.00
CDC100705MB,PB-CEPI01,0.00,0.00,0.00,"112,771.00",0.00,"112,771.00",0.00
CDC100705MB,,"171,365.00","171,365.00","171,365.00","112,771.00",0.00,"112,771.00","58,594.00"
CDC100706MB,PB-CEPI01,"1,340,505.00","1,340,505.00","1,340,505.00",0.00,0.00,0.00,0.00
CDC100706MB,,"1,340,505.00","1,340,505.00","1,340,505.00",0.00,0.00,0.00,"1,340,505.00"
CDC100707MB,PB-WDB12,"249,560.00","249,560.00","249,560.00",0.00,0.00,0.00,0.00
CDC100707MB,,"249,560.00","249,560.00","249,560.00",0.00,0.00,0.00,"249,560.00"
CDC100708MB,PB-STBF01,"60,000.00","60,000.00","60,000.00",0.00,0.00,0.00,0.00
CDC100708MB,,"60,000.00","60,000.00","60,000.00",0.00,0.00,0.00,"60,000.00"
CDC100710MB,PB-GAVI01,"461,524.00","461,524.00","461,524.00",0.00,0.00,0.00,0.00
CDC100710MB,PB-GAVI01,0.00,0.00,0.00,"35,620.94",0.00,"35,620.94",0.00
CDC100710MB,PB-GAVI01,0.00,0.00,0.00,0.00,"9,715.00","9,715.00",0.00
CDC100710MB,PB-GAVI01,0.00,0.00,0.00,"74,200.00",0.00,"74,200.00",0.00
CDC100710MB,PB-GAVI01,0.00,0.00,0.00,0.00,972.00,972.00,0.00
CDC100710MB,,"461,524.00","461,524.00","461,524.00","109,820.94","10,687.00","120,507.94","341,016.06"
CDC100711MB,PB-WDB12,"208,450.00","208,450.00","208,450.00",0.00,0.00,0.00,0.00
CDC100711MB,,"208,450.00","208,450.00","208,450.00",0.00,0.00,0.00,"208,450.00"
CDC100802MB,PB-STBF01,"156,000.00","156,000.00","156,000.00",0.00,0.00,0.00,0.00
CDC100802MB,,"156,000.00","156,000.00","156,000.00",0.00,0.00,0.00,"156,000.00"
